nombre,codigo_chilemat,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
CLARIFICADOR BOTELLA 1 L,10420,,2580.28,,,kilo,kilo,1.0,0,General,Otros,,,,
"ESCUADRA P/REPISA 5""X 6""",1044003,,391.56,,,pza,pza,1.0,0,General,Otros,,,,
"ESCUADRA P/REPISA 6""X 8""",1044006,,532.12,,,pza,pza,1.0,0,General,Otros,,,,
"UNIÓN CADENA 1/8""",1044020,,522.08,,,pza,pza,1.0,0,General,Otros,,,,
"UNIÓN CADENA 3/16""",1044021,,652.6,,,pza,pza,1.0,0,General,Otros,,,,
"UNIÓN CADENA 1/4""",1044022,,783.12,,,pza,pza,1.0,0,General,Otros,,,,
"UNIÓN CADENA 5/16""",1044023,,1144.56,,,pza,pza,1.0,0,General,Otros,,,,
"DESTORCEDOR 2.1/2""",1044030,,1074.28,,,pza,pza,1.0,0,General,Otros,,,,
"DESTORCEDOR 3""",1044031,,1194.76,,,pza,pza,1.0,0,General,Otros,,,,
"DESTORCEDOR 4""",1044032,,1676.68,,,pza,pza,1.0,0,General,Otros,,,,
"DESTORCEDOR 4.1/4""",1044033,,2580.28,,,pza,pza,1.0,0,General,Otros,,,,
TENSOR DE CABLE 3/16,1044053,,1024.08,,,pza,pza,1.0,0,Electricidad,Cables y Accesorios,,,,
TENSOR DE CABLE 1/4,1044054,,1656.6,,,pza,pza,1.0,0,Electricidad,Cables y Accesorios,,,,
"ABRAZADERA PARA CABLE 1/8""",1044082,,572.28,,,pza,pza,1.0,0,Electricidad,Cables y Accesorios,,,,
"ABRAZADERA PARA CABLE 3/16""",1044083,,742.96,,,pza,pza,1.0,0,Electricidad,Cables y Accesorios,,,,
"ABRAZADERA PARA CABLE 1/4""",1044084,,1124.48,,,pza,pza,1.0,0,Electricidad,Cables y Accesorios,,,,
"DESTORCEDOR DE ZINC PARA CABLE DE 5/32""",1044098,,1355.4,,,pza,pza,1.0,0,Aceros y Techumbre,Planchas,,,,
"DESTORCEDOR DE ZINC PARA CABLE DE 3/16""",1044099,,1283.112,,,pza,pza,1.0,0,Aceros y Techumbre,Planchas,,,,
"DESTORCEDOR DE ZINC PARA CABLE DE 1/4""",1044100,,1441.744,,,pza,pza,1.0,0,Aceros y Techumbre,Planchas,,,,
"DESTORCEDOR DE ZINC PARA CABLE DE 5/16""",1044101,,1827.28,,,pza,pza,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO 1/8"" ROLLO 75 MTS.",1044205,,391.56,,,mts,mts,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO 3/16"" ROLLO 75 MTS.",1044206,,710.832,,,mts,mts,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO 1/4"" ROLLO 75 MTS.",1044207,,1255.0,,,mts,mts,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO 1/16"" ROLLO 75 MTS.",1044208,,189.756,,,pza,pza,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO 3/32""",1044209,,240.96,,,pza,pza,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO FORRADO 3/16"" ROLLO 75 MTS.",1044217,,861.432,,,mts,mts,1.0,0,Aceros y Techumbre,Planchas,,,,
"CABLE ACERO FORRADO 1/4"" ROLLO 75 MTS.",1044218,,1546.16,,,mts,mts,1.0,0,Aceros y Techumbre,Planchas,,,,
"ABRAZADERA DE ACERO 3/8"" - 5/8"" - 10 PZAS.",1044232,,3744.92,,,bol,bol,1.0,0,Aceros y Techumbre,Planchas,,,,
"ABRAZADERA DE ACERO 1/2"" - 3/4"" - 10 PZAS.",1044233,,3795.12,,,bol,bol,1.0,0,Aceros y Techumbre,Planchas,,,,
"ABRAZADERA DE ACERO 3/4"" - 1.1/16"" - 10 PZAS.",1044235,,4086.28,,,bol,bol,1.0,0,Aceros y Techumbre,Planchas,,,,
"ABRAZADERA DE ACERO 5/8"" - 1.1/4"" - 10 PZAS.",1044236,,4337.28,,,bol,bol,1.0,0,Aceros y Techumbre,Planchas,,,,
"ABRAZADERA DE ACERO 3/4"" - 1.1/2"" - 10 PZAS.",1044237,,4497.92,,,bol,bol,1.0,0,Aceros y Techumbre,Planchas,,,,
"BOLA DE ARRASTRE 2"" CAPACIDAD 3500 LB",1044440,,9708.68,,,pza,pza,1.0,0,General,Otros,,,,
"BOLA DE ARRASTRE 1 7/8"" CAPACIDAD 2000 LB",1044441,,8835.2,,,pza,pza,1.0,0,General,Otros,,,,
"ACOPLADOR PARA BOLA -35 2""",1044442,,24377.12,,,pza,pza,1.0,0,General,Otros,,,,
"ACOPLADOR PARA BOLA -20 1 7/8""",1044443,,15652.36,,,pza,pza,1.0,0,General,Otros,,,,
YEGUAS DE CARGA DE 200 KG.,1044476,,120379.6,,,pza,pza,1.0,0,General,Otros,,,,
"ALICATE SACASEGURO INTERNO RECTO 7""",104507,,4396.767,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,,
"RUEDA PARA DIABLO 8""",1045485,,10682.56,,,pza,pza,1.0,0,General,Otros,,,,
BOMBA PERIFERICA LEO APM37 INNOVATION 3.0,104807,,64412.71436,,,unidad,unidad,1.0,0,General,Otros,,,,
BOMBA PERIFERICA LEO APM75 INNOVATION 3.0,104809,,119540.58732,,,unidad,unidad,1.0,0,General,Otros,,,,
BOMBA CENTRIFUGA LEO ACM75 INNOVATION 3.0,104810,,122470.95208,,,unidad,unidad,1.0,0,General,Otros,,,,
BOMBA AUTOCEBANTE LEO AJM75 INNOVATION 3.0,104823,,163266.94592,,,unidad,unidad,1.0,0,General,Otros,,,,
CONTROL ELECT LEO PS04-A 10A 220V MAX 2HP,104844,,58780.09364000001,,,unidad,unidad,1.0,0,General,Otros,,,,
CALORKOTE ALUMINIO 400 (CERESITA),10499304,,7208.72,,,litro,litro,1.0,0,Construccion,Materiales,,,,
R-66 PACK SILICONA+RENOVADOR 650CC,105050611,,8365.83,,,unidad,unidad,1.0,0,General,Otros,,,,
SHAMPOO R-66 DE 1 LITRO,105050636,,3316.965,,,unidad,unidad,1.0,0,General,Otros,,,,
CERRADURA RUSTICA C/POMO ACCESO POMO / MANILLON,105121,,73372.32,,,un,un,1.0,0,Hogar,Banio y Decoracion,,,,
SOLDADORA KOMBAT 160 C/ACC.,1052100,,230111.78,,,und,und,1.0,0,General,Otros,,,,
ELECTRODO 316-L 3/32 (2.4 MM) CAJA 2 KG.,1052950,,57279.204,,,caja,caja,1.0,0,General,Otros,,,,
SOLDADORA INDURA COMPACTMIG 200,1053364,,965806.836,,,un,un,1.0,0,General,Otros,,,,
"BOMBA DE PISCINA LEO XKP350-2 0,47HP/220V",105361,,133576.33664,,,unidad,unidad,1.0,0,General,Otros,,,,
"BOMBA PISCINA LEO 0,75HP",105362,,185382.54588,,,unidad,unidad,1.0,0,General,Otros,,,,
CERRADURA 5620-1 DER.ACC. CON MANILLON RUSTICO BT,105482,,73372.32,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
ELECTRODO 6011 3/32 (2.4 MM)(CAJAS DE 25 KG),105561,,236804.444,,,caja,caja,1.0,0,General,Otros,,,,
ELECTRODO 6011 1/8 (3.2 MM)(CAJAS DE 25 KG),105562,,221217.344,,,caja,caja,1.0,0,General,Otros,,,,
ATOMIZADOR DE 1 LITRO - EX COD.14687,1055938,,1989.928,,,pza,pza,1.0,0,General,Otros,,,,
"ESCOBA DE VINILO TIPO ABANICO, GRANDE",1057052,,5973.8,,,pza,pza,1.0,0,General,Otros,,,,
"TOALLA DE MICROFIBRA, 40 X 40 CM",1057065,,1636.52,,,pza,pza,1.0,0,General,Otros,,,,
CLAVO TECHO HELIC. 2.1/2 C/SELLO BOLSA 100 UNID.,105K,,2161.612,,,unidad,unidad,1.0,0,General,Otros,,,,
BOMBA AUMENTO DE PRESION LRP15-90A/160 220V,106016,,84166.38424,,,unidad,unidad,1.0,0,General,Otros,,,,
ANGULO 40X40X3MM,106025716,,991.08856,,,KILO,KILO,1.0,0,General,Otros,,,,
ANGULO 30 X 30 X 3MM COMERCIAL,106025718,,991.08856,,,KILO,KILO,1.0,0,General,Otros,,,,
"ANGULO 20X20X3MM (5,28 KG)",106025721,,991.08856,,,KILO,KILO,1.0,0,General,Otros,,,,
"ANGULO 30 X 30 X 3MM ( 8,16 KG)",106025802,,1255.0,,,kilo,kilo,1.0,0,General,Otros,,,,
ANGULO 25X25X3MM 6M A270ES (N,106025804,,1255.0,,,kilo,kilo,1.0,0,General,Otros,,,,
CERRADURA D3-30 CROM (DGM),106613,,4538.08,,,unidad,unidad,1.0,0,Hogar,Banio y Decoracion,,,,
ESCALERA PISCINA L-3 TRES PELDAÑOS AISI,107001,,145569.96,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
ANCLAJE DE FIJACION PARA ESCALERA,107003,,9538.0,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
"MODULO 600X0,30 (93KG)  / (F. DE CARGA  148,8KG)",107040058,,9210.51528,,,unidad,unidad,1.0,0,General,Otros,,,,
FILTRO DE ARENA FLOWMAK HASTA 7 M3/H,107104,,199590.18,,,unidad,unidad,1.0,0,General,Otros,,,,
FILTRO DE ARENA FLOWMAK HASTA 10 M3/H,107105,,275424.308,,,unidad,unidad,1.0,0,General,Otros,,,,
KIT MANTENCION 5 PRODUCTOS,107107,,51873.97924,,,kit,kit,1.0,0,General,Otros,,,,
ELECTROB. SUM. LEO 3XRM1.8/21-0.55,107303,,292753.02671999997,,,kit,kit,1.0,0,General,Otros,,,,
ELECTROB. SUM. LEO 3XRM1.8/27-0.75,107304,,331548.1088,,,kit,kit,1.0,0,General,Otros,,,,
DOSIFICADOR FLOWMAK FLOTANTE 23 CM DIAM.,107538,,6708.51716,,,unidad,unidad,1.0,0,General,Otros,,,,
DOSIFICADOR FLOWMAK FLOTANTE 12 CM DIAM,107539,,3354.2535599999997,,,unidad,unidad,1.0,0,General,Otros,,,,
FILTRO DE ARENA FLOWMAK HASTA 14M3/H,107630,,350354.836,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCALERA PISCINA L-3 TRES PELDAÑOS PLASTICO,107998,,99396.0,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
HIDROMASAJE ARO BLANCO,108001,,4518.0,,,unidad,unidad,1.0,0,General,Otros,,,,
"CAIMÁN DE CADENA 10""",108710,,9926.568080000001,,,unidad,unidad,1.0,0,General,Otros,,,,
SIKAFLEX 11 FC COLOR GRIS  CAJA CON 12 CART. 300 ML,108784,,104670.012,,,caja,caja,1.0,0,General,Otros,,,,
PALETA LLAVE SCAN NI BO,108843,,722.88,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PALETA POLI S/CIFRAR,108853,,823.28,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LLAVE PALETA BALL PERFIL YALE SIN CIFRAR NI BO,108862,,843.36,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
HUINCHA DE MEDIR 5.0MT-25MM KNIGHT,109000035,,5248.1088,,,unidad,unidad,1.0,0,General,Otros,,,,
HUINCHA DE MEDIR 7.5MT-25MM KNIGHT,109000036,,7028.0,,,unidad,unidad,1.0,0,General,Otros,,,,
HUINCHA DE MEDIR 10.0MT-25MM KNIGHT,109000037,,10376.9424,,,unidad,unidad,1.0,0,General,Otros,,,,
REDONDO LISO 06MM X 6 MTS COMERCIAL (N),109006901,,2510.0,,,kilo,kilo,1.0,0,General,Otros,,,,
"PLANO 12X3MM ( 1,70 KG)",109007016,,1090.60504,,,KILO,KILO,1.0,0,General,Otros,,,,
"PLANO 16X3MM (2,26 KG)",109007024,,1345.36,,,kilo,kilo,1.0,0,General,Otros,,,,
"CUADRADO 10MM (4,71 KG)",109007066,,1415.64,,,kilo,kilo,1.0,0,General,Otros,,,,
"PLANO 20X3MM ( 2,83 KG)",109007078,,1090.60504,,,KILO,KILO,1.0,0,General,Otros,,,,
"PLANO 25X3MM (3,53 KG)",109007133,,989.95404,,,KILO,KILO,1.0,0,General,Otros,,,,
REJILLAS R-40,109223,,15290.92,,,unidad,unidad,1.0,0,General,Otros,,,,
REJILLAS R-44,109233,,15290.92,,,unidad,unidad,1.0,0,General,Otros,,,,
CUCHILLO CARTONERO GRANDE C/FRENO SELLO,10930,,304.37264000000005,,,und,und,1.0,0,General,Otros,,,,
BISAGRA ACERO 3 X 3 X 2 MM NIQUEL SATIN. (C/T),109324,,4427.64,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
MANILLON PARA PUERTAS LINEA RUSTICA,109532,,10963.68,,,unidad,unidad,1.0,0,General,Otros,,,,
PERILLON 433 BLISTER,109661,,22670.32,,,un,un,1.0,0,General,Otros,,,,
PERILLON 443 BLISTER,109681,,22670.32,,,unidad,unidad,1.0,0,General,Otros,,,,
CONTENEDOR 10` FLOWMAK 1X1 CON INSERTO BRONCE,109700,,7980.67552,,,unidad,unidad,1.0,0,General,Otros,,,,
CARTUCHO FLOWMAK MALLA LAVABLE SFC10-10'',109701,,3018.3252,,,unidad,unidad,1.0,0,General,Otros,,,,
PERILLON 463 BLISTER,109711,,22670.32,,,un,un,1.0,0,General,Otros,,,,
PERILLÓN RÚSTICO NE BT,109751,,13493.76,,,unidad,unidad,1.0,0,General,Otros,,,,
PERILLÓN RÚSTICO NE BT,109751,,13493.76,,,unidad,unidad,1.0,0,General,Otros,,,,
UNION AMERICANA SO-SO 1/2,10CX2511100,,2535.1,,,unidad,unidad,1.0,0,General,Otros,,,,
STIHL BUJIA NGK BPMR7A,1100004007000,,2208.8,,,unidad,unidad,1.0,0,General,Otros,,,,
STIHL PANTALLA FACIAL ENONOMY,1100008840517,,32128.0,,,unidad,unidad,1.0,0,General,Otros,,,,
STIHL ROLLO PIOLA NYLON  2.7MM 869 MTS,1100009302571,,105420.0,,,un,un,1.0,0,General,Otros,,,,
"STIHL ROLLO PIOLA NYLON  2,4MM 1053 MTS.",1100009302573,,90691.32,,,unidad,unidad,1.0,0,General,Otros,,,,
LIMPIAFONDO OCHO RUEDAS FIJAS,110003,,15060.0,,,unidad,unidad,1.0,0,General,Otros,,,,
LIMPIAFONDO MEDIA LUNA LIVIANO,110004,,5475.816,,,unidad,unidad,1.0,0,General,Otros,,,,
CEPILLO METALICO 15 CMS.PARA ALGAS,110011,,5355.45648,,,unidad,unidad,1.0,0,General,Otros,,,,
"CEPILLO PLASTICO 45 CM CUERPO ALUMINIO, CHINO",110015,,8523.96,,,Unidad,Unidad,1.0,0,General,Otros,,,,
"PTA ITALIA RADIATA 200 X 80 X 4,2",110016200080F,,46819.220760000004,,,unidad,unidad,1.0,0,General,Otros,,,,
"PTA CORRAL OREGONFINGER 200 X 90 X 4,2",110017200090F,,63217.39212,,,unidad,unidad,1.0,0,General,Otros,,,,
CONT. FILTRO 5' FLOWMAK BSP 3/4' BRONCE,110037,,7162.1344,,,unidad,unidad,1.0,0,General,Otros,,,,
FILTRO MALLA FLOWMAK 5' FILTRO MALLA FLOWMAK 5',110038,,1662.64408,,,unidad,unidad,1.0,0,General,Otros,,,,
PLACA ARMADA C/ INT. (9/12) 10A 250V - BLANCO,1100BN,,1139.37936,,,unidad,unidad,1.0,0,General,Otros,,,,
PESA DIGITAL ONE CHESTNUT CRISTAL RESISTENTE 150 KGS,1101010290O41I,,9713.7,,,unidad,unidad,1.0,0,General,Otros,,,,
SIKA 1  TAMBOR 200 KG,1101020,,91557.772,,,tambor,tambor,1.0,0,General,Otros,,,,
"PTA TRANCURA OREGON 200 X 80 X 4,5",110107200080C,,62492.775200000004,,,unidad,unidad,1.0,0,General,Otros,,,,
"PTA TRANCURA OREGON 200 X 85 X 4,5",110107200085C,,64260.297119999996,,,unidad,unidad,1.0,0,General,Otros,,,,
"PTA LLIFEN  ITALIA RADIATA MEDIO PUNTO 200 X 70 X 4,2",110116200070F,,42616.788,,,unidad,unidad,1.0,0,General,Otros,,,,
"PTA LLIFEN ITALIA RADIATA MEDIO PUNTO 200 X 75 X 4,2",110116200075F,,45942.59824,,,unidad,unidad,1.0,0,General,Otros,,,,
"PTA LLIFEN ITALIA RADIATAMEDIO PUNTO 200 X 80 X 4,2",110116200080F,,44478.204,,,unidad,unidad,1.0,0,General,Otros,,,,
"PUERTA ITALIA LLIFEN MEDIO PUNTO RADIATA 200 X 85 X 4,2",110116200085F,,48565.488,,,unidad,unidad,1.0,0,General,Otros,,,,
"PTA LLIFEN ITALIA RADIATA MEDIO PUNTO200 X 90 X 4,2",110116200090F,,47251.252,,,unidad,unidad,1.0,0,General,Otros,,,,
"OSB ESTRUCTURAL ULTU 9,5 MM (2,44 X 1,22 MT)",110122495,,10943.6,,,unidad,unidad,1.0,0,General,Otros,,,,
SIKA 1 TINETA 18 LT (SANTIAGO) VENTA MINIMA 4 UNIDADES,1101241,,16635.135440000002,,,tineta,tineta,1.0,0,General,Otros,,,,
SIKA 1 TINETA 18 LT (CONCEPCION),1101241-CONCEP,,16490.3988,,,tineta,tineta,1.0,0,General,Otros,,,,
"SIKA 1 PACK 4 X 4,5 LT (SANTIAGO)",1101344,,25371.08,,,pack,pack,1.0,0,General,Otros,,,,
"ALAMBRE NEGRO Nº14 DIAM.1,25 X 1 KG",110207,,2178.68,,,kilo,kilo,1.0,0,Electricidad,Cables y Accesorios,,,,
"ALAMBRE NEGRO Nº18 DIAM.1,25 X 1 KG",110210,,2208.8,,,kilo,kilo,1.0,0,Electricidad,Cables y Accesorios,,,,
"SIKA 2  PACK 4 X 4,5 LT (SANTIAGO) VENTA MINIMA 2 UNIDADES",1102344,,49620.692,,,pack,pack,1.0,0,General,Otros,,,,
ROLLO ALAMBRE PUA BWG Nº17/16 4 PUNTAS 275MTS,110301,,29363.988,,,Un,Un,1.0,0,Electricidad,Cables y Accesorios,,,,
ROLLO ALAMBRE PUA BWG Nº17/16 4 PUNTAS 500MTS,110302,,54374.632,,,Un,Un,1.0,0,Electricidad,Cables y Accesorios,,,,
ROLLO ALAMBRE PUA BWG Nº17/14 4 PUNTAS 100MTS,110304,,17512.772,,,un,un,1.0,0,Electricidad,Cables y Accesorios,,,,
ROLLO ALAMBRE PUA BWG Nº17/14 4 PUNTAS 275 MTS,110305,,45647.67324,,,unidad,unidad,1.0,0,Electricidad,Cables y Accesorios,,,,
"SIKA 3  PACK 4 X 4,5 LT (SANTIAGO) VENTA MINIMA 2 UNIDADES",1103344,,29212.384,,,tineta,tineta,1.0,0,General,Otros,,,,
"CONCERTINA ACERO GALV.DIAM. 300 MM, ALAMBRE 2.5MM X 10 MTS",1104-01,,15902.356,,,caja,caja,1.0,0,Aceros y Techumbre,Planchas,,,,
GUANTE CABRITILLA NATURAL PROMAX T-9,11040105,,1094.36,,,PAR,PAR,1.0,0,General,Otros,,,,
GUANTE CABRITILLA P.0 MOTOSIERRISTA,11040200,,1596.36,,,un,un,1.0,0,General,Otros,,,,
GUANTE CABRITILLA LARGO ELECTRICISTA T/10,11050408,,1797.16,,,par,par,1.0,0,General,Otros,,,,
GUANTE TECHNICAL HIGH CUT T.L,11060109,,1897.56,,,PAR,PAR,1.0,0,Construccion,Materiales,,,,
SACO BLANCO POLIPROPILENO 60 X 90 X 500 UNDS.,11061030609,,150.6,,,unidad,unidad,1.0,0,General,Otros,,,,
SACO POLIPROPILENO CORRIENTE BLANCO 60X90 CM,110610306090,,135.54,,,unidad,unidad,1.0,0,General,Otros,,,,
ESMALTE CERELUXE BERMELLON (CERESITA),11072904,,5986.852,,,litro,litro,1.0,0,Pinturas,Aplicacion,,,,
TUBO GRASA DESMALEZADORA,1107811201117,,8092.24,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
LIMA PLANA STIHL 150 MM,1108142523357,,2941.72,,,unidad,unidad,1.0,0,General,Otros,,,,
ACEITE HIDRAULICO 10W 19LT P/ PARTIDOR DE LEÑA UNID COM 1,1110000001019,,92368.0,,,unidad,unidad,1.0,0,General,Otros,,,,
"POLICARBONATO ONDULADO D CLEAR 0,81X2,00",111001101,,4882.452,,,unidad,unidad,1.0,0,General,Otros,,,,
"MANGO TELESOPICO 2,40 MTS",111002,,12037.96,,,unidad,unidad,1.0,0,General,Otros,,,,
"POLICARBONATO ONDULADO D CLEAR 0,81X2,50",111002101,,6103.316,,,unidad,unidad,1.0,0,General,Otros,,,,
"MANGO TELESOPICO 3,60 MTS",111003,,13704.72048,,,unidad,unidad,1.0,0,General,Otros,,,,
"POLICARBONATO ONDULADO D CLEAR 0,81X3,00",111003101,,7324.18,,,unidad,unidad,1.0,0,General,Otros,,,,
"MANGO TELESOPICO 4,80 MTS",111004,,20069.96,,,Unidad,Unidad,1.0,0,General,Otros,,,,
"POLICARBONATO ONDULADO D CLEAR 0,81X3,66",111005101,,8935.6,,,unidad,unidad,1.0,0,General,Otros,,,,
MALLA RASCHEL AZUL/AZUL 80% 4.2 MT.,111020280413,,103914.0,,,rollo,rollo,1.0,0,General,Otros,,,,
MALLA RASCHEL IMP. FRANJEADO AZUL/BLANCO 80% 2.10 X 100,111020380210,,51957.0,,,rollo,rollo,1.0,0,General,Otros,,,,
MALLA RASCHEL AZUL/BLANCO 80% 4.2 MT.,111020380410,,103914.0,,,rollo,rollo,1.0,0,General,Otros,,,,
MALLA RASCHEL NEGRO/NEGRO 80% 2.10 X 100 MTS,111070780213,,44617.76,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,,
MALLA RASCHEL IMP. NEGRO/NEGRO 80% 420X100 CO,111070780413,,103914.0,,,rollo,rollo,1.0,0,General,Otros,,,,
MALLA RASCHEL FRANJEADO VERDE/BLANCO 80% 4.2 MT.,111090380411,,103914.0,,,rollo,rollo,1.0,0,General,Otros,,,,
MALLA RASCHEL VERDE/VERDE 80% 2.1 MT.,111090980203,,47690.0,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,,
"MALLA RASCHEL VERDE/VERDE 80%  4,2MT",111090980413,,103914.0,,,rollo,rollo,1.0,0,General,Otros,,,,
"MOTOSIERRA STIHL MS250 ESPADA 18"" 45.4CC.",1111230113050,,323127.36,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,,
"MOTOSIERRA STIHL MS170 ESPADA 14"" 30,1CC.",1111300113014,,140560.0,,,unidad,unidad,1.0,0,Herramientas,Discos y Corte,,,,
MALLA RASCHEL FRANJEADO VERDE/BLANCO 80% 2.1 MT.,111200380210,,51957.0,,,rollo,rollo,1.0,0,General,Otros,,,,
"TEE DENTADA 3/8"" C/3 ABRAZADERAS",111322204-T,,890.548,,,unid.,unid.,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"RODILLO CHIPORRO NATURAL 5"" O 12 CM",112,,3218.4726,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
"MINI ARCO 12' DE PLÁSTICO PARA SEGUETA, PRETUL",1120002,,2891.52,,,pza,pza,1.0,0,General,Otros,,,,
"ROLLO DE HILO PARA DESBROZADORA, 2.4 MM X 12 M, PRETUL",1120024,,1084.32,,,pza,pza,1.0,0,General,Otros,,,,
"ROLLO DE HILO PARA DESBROZADORA, 2.7 MM X 12 M, PRETUL",1120025,,1265.04,,,pza,pza,1.0,0,General,Otros,,,,
TUBERIA PPR 20MM 6MT PN16,11202,,3324.244,,,unidad,unidad,1.0,0,General,Otros,,,,
"JUEGO DE 4 DESARMADORES MANGO COMFORT GRIP, PRETUL",1120218,,4987.872,,,pza,pza,1.0,0,General,Otros,,,,
TUBERIA PPR 25MM 6MT PN16,11203,,5337.264,,,unidad,unidad,1.0,0,General,Otros,,,,
CERR. CILÍNDRICA SFERA 11203 AB OFICINA/DORMITORIO INOX BT,112031,,11064.08,,,unidad,unidad,1.0,0,General,Otros,,,,
"SIKA LATEX PACK 4 X 4,5 LT (CONCEPCION)",1120344-CONCEP,,96505.484,,,caja,caja,1.0,0,General,Otros,,,,
"CINTA PARA DUCTO, 10 M, PRETUL",1120528,,1355.4,,,pza,pza,1.0,0,General,Otros,,,,
"CAJA PLÁSTICA 16""",1120603,,12760.84,,,pza,pza,1.0,0,General,Otros,,,,
"CUCHARA PARA ALBAÑIL 9' YESERA, PRETUL",1121049,,4523.02,,,pza,pza,1.0,0,General,Otros,,,,
"BÁSCULA ROMANA DE RESORTE DE 100 KG, PRETUL",1121255,,5120.4,,,pza,pza,1.0,0,General,Otros,,,,
JUEGO 6 DESTORNILLADOR JOYERO PRETULJ-DEJ-6,1121381,,4116.4,,,jgo,jgo,1.0,0,General,Otros,,,,
"ESCOBA METÁLICA PARA JARDÍN CABEZA CURVA, 20 DIENTES, PRETUL",1121431,,6415.56,,,pza,pza,1.0,0,General,Otros,,,,
"FORMÓN 1', PRETUL",1121668,,3689.7,,,pza,pza,1.0,0,General,Otros,,,,
"BOMBIN DE PIE 23""",1121690,,8323.16,,,pza,pza,1.0,0,General,Otros,,,,
"JUEGO DE 8 LLAVES ALLEN MM PUNTA HEX TIPO LLAVERO, PRETUL",1121851,,1164.64,,,pza,pza,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"ASPIRADORA PARA AUTO, DE 12 VOLTS, PRETUL",1122090,,23653.236,,,pza,pza,1.0,0,General,Otros,,,,
"CORTA CARTON DE 6"", PRETUL",1122396,,1187.732,,,pza,pza,1.0,0,General,Otros,,,,
"ALICATE PUNTA Y CORTE 6"" CONFORT GRIP",1122670,,3202.76,,,pza,pza,1.0,0,Herramientas,Discos y Corte,,,,
"ALICATE ELECTRICISTA 8""",1122674,,4859.36,,,pza,pza,1.0,0,Herramientas,Discos y Corte,,,,
"ALICATE DE CORTE DIAGONAL 6""",1122675,,3333.28,,,pza,pza,1.0,0,Herramientas,Discos y Corte,,,,
BARNIZ MARINO ALERCE (CERESITA),11226801,,15817.016,,,galon,galon,1.0,0,General,Otros,,,,
BARNIZ MARINO MAPLE (CERESITA),11227101,,15817.016,,,galon,galon,1.0,0,General,Otros,,,,
BARNIZ MARINO CAOBA (CERESITA),11227201,,15817.016,,,galon,galon,1.0,0,General,Otros,,,,
BARNIZ MARINO ROBLE CLARO (CERESITA),11227301,,15817.016,,,galon,galon,1.0,0,General,Otros,,,,
BARNIZ MARINO NOGAL (CERESITA),11227401,,15817.016,,,galon,galon,1.0,0,General,Otros,,,,
BARNIZ MARINO NATURAL (CERESITA),11227601,,15817.016,,,galon,galon,1.0,0,General,Otros,,,,
"CABLES PASACORRIENTES 2,5 M CALIBRE 10",1122808,,7791.04,,,pza,pza,1.0,0,Construccion,Materiales,,,,
DESTAPACAÑOS DE 1.8 MTS,1122882,,4206.76,,,pza,pza,1.0,0,General,Otros,,,,
BORNES DE BATERIA,1123041,,2650.56,,,pza,pza,1.0,0,General,Otros,,,,
BORNES DE BATERIA,1123042,,5070.2,,,pza,pza,1.0,0,General,Otros,,,,
"TIJERA PARA PODA 8' FORJADA CUCHILLA DE PASO, PRETUL",1123104,,6164.56,,,pza,pza,1.0,0,General,Otros,,,,
LLAVE DE JARDIN DE BOLA,1123146,,2369.44,,,pza,pza,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"TIJERA COSTURA / OFICINA 6""",1123154,,3795.12,,,pza,pza,1.0,0,General,Otros,,,,
"CANDADO DE HIERRO, COLOR LATON, 40MM, CORTO, CAJA, BASIC",1123518,,1421.664,,,pza,pza,1.0,0,Hogar,Banio y Decoracion,,,,
"CANDADO DE HIERRO, COLOR LATON, 30MM, CORTO, CAJA, BASIC",1123522,,1120.464,,,pza,pza,1.0,0,Hogar,Banio y Decoracion,,,,
